long,lat,year,TimePeriod,RCP,scenario,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,T_Annual,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-109.992,37.63212,2023,NT,8.5,sc44,0,0,78,7,5,5,0,3.100466,33.95,69,1.225515,,,,,,,,-12.49,0.156358,0.197575,0.102615,0.114787
-109.992,37.63212,2023,NT,8.5,sc45,0,0,78,7,5,5,0,3.947038,34.534,61,0.115702,,,,,,,,-12.02,0.130237,0.125423,0.088069,0.095858
-109.992,37.63212,2023,NT,8.5,sc46,0,0,78,7,5,5,38,1.974804,34.765,89,0.057813,,,,,,,,-14.1,0.122287,0.11112,0.085229,0.17513
-109.992,37.63212,2023,NT,8.5,sc47,0,0,78,7,5,5,0,5.084685,33.193,73,0.174978,,,,,,,,-15.63,0.153865,0.162217,0.089538,0.114612
-109.992,37.63212,2023,NT,8.5,sc48,0,0,78,7,5,5,10,5.641684,34.327,81,1.171604,,,,,,,,-22.14,0.117636,0.096269,0.101558,0.120147
-109.992,37.63212,2023,NT,8.5,sc49,0,0,78,7,5,5,0,3.706366,33.441,73,0.639326,,,,,,,,-11.38,0.168684,0.145944,0.09493,0.173179
-109.992,37.63212,2023,NT,8.5,sc50,0,0,78,7,5,5,0,5.528527,32.887,60,0.902509,,,,,,,,-10.99,0.196522,0.173928,0.099073,0.150821
-109.992,37.63212,2023,NT,8.5,sc51,0,0,78,7,5,5,0,3.241015,35.793,62,0.05961,,,,,,,,-13.38,0.212484,0.179378,0.086952,0.134681
-109.992,37.63212,2023,NT,8.5,sc52,0,0,78,7,5,5,0,5.388626,32.788,65,1.032026,,,,,,,,-18.2,0.122852,0.193927,0.10068,0.101403
-109.992,37.63212,2023,NT,8.5,sc53,0,0,78,7,5,5,0,5.466275,34.744,77,0.581561,,,,,,,,-10.53,0.211346,0.184068,0.095162,0.08872
-109.992,37.63212,2023,NT,8.5,sc54,0,0,78,7,5,5,20,1.268555,34.866,77,0.05785,,,,,,,,-11.68,0.104062,0.166757,0.085424,0.100037
-109.992,37.63212,2023,NT,8.5,sc55,0,0,78,7,5,5,0,7.59405,33.969,75,1.047339,,,,,,,,-12.78,0.130185,0.146624,0.101211,0.144695
-109.992,37.63212,2023,NT,8.5,sc56,0,0,78,7,5,5,0,4.637675,33.167,80,0.303112,,,,,,,,-11.11,0.129765,0.136152,0.091423,0.106833
-109.992,37.63212,2023,NT,8.5,sc57,0,0,78,7,5,5,3,3.058677,36.47,79,0.23052,,,,,,,,-13.69,0.212465,0.170002,0.08944,0.113443
-109.992,37.63212,2023,NT,8.5,sc58,0,0,78,7,5,5,33,2.639622,37.747,80,1.66E-05,,,,,,,,-13.52,0.100927,0.11424,0.084725,0.107284
-109.992,37.63212,2023,NT,8.5,sc59,0,0,78,7,5,5,0,6.015545,34.913,89,0.601201,,,,,,,,-18.64,0.118689,0.158511,0.095227,0.113191
-109.992,37.63212,2023,NT,8.5,sc60,0,0,78,7,5,5,2,2.98728,35.176,82,0.030111,,,,,,,,-9.94,0.115368,0.102116,0.086618,0.090969
-109.992,37.63212,2023,NT,8.5,sc61,0,0,78,7,5,5,6,2.635368,35.481,87,0.028707,,,,,,,,-21.64,0.130885,0.157832,0.086149,0.09231
-109.992,37.63212,2024,NT,4.5,sc22,0,0,78,7,5,5,0,4.346686,33.15,69,0.608959,,,,,,,,-12.75,0.165258,0.16237,0.095266,0.135298
-109.992,37.63212,2024,NT,4.5,sc23,0,0,78,7,5,5,0,3.759446,36.903,81,0.138895,,,,,,,,-18.56,0.115788,0.12637,0.088448,0.129573
-109.992,37.63212,2024,NT,4.5,sc24,0,0,78,7,5,5,0,4.446788,33.982,68,0.079821,,,,,,,,-15.22,0.088386,0.103437,0.087408,0.10482
-109.992,37.63212,2024,NT,4.5,sc25,0,0,78,7,5,5,10,2.987338,36.399,86,0.019058,,,,,,,,-17.67,0.169946,0.175635,0.085874,0.083214
-109.992,37.63212,2024,NT,4.5,sc26,0,0,78,7,5,5,84,2.977804,34.831,83,,,,,,,,,-8.47,0.087423,0.086825,0.082612,0.082109
-109.992,37.63212,2024,NT,4.5,sc27,0,0,78,7,5,5,11,2.44311,34.951,69,0.170015,,,,,,,,-15.51,0.180473,0.178336,0.087356,0.100696
-109.992,37.63212,2024,NT,4.5,sc28,0,0,78,7,5,5,11,2.964912,35.229,71,0.115867,,,,,,,,-12.88,0.20914,0.168391,0.087095,0.102708
-109.992,37.63212,2024,NT,4.5,sc29,0,0,78,7,5,5,10,2.517839,34.476,75,0.035508,,,,,,,,-13.08,0.167482,0.179928,0.086075,0.105869
-109.992,37.63212,2024,NT,4.5,sc30,0,0,78,7,5,5,0,4.280023,32.113,78,0.909125,,,,,,,,-12.41,0.211033,0.181599,0.098789,0.141441
-109.992,37.63212,2024,NT,4.5,sc31,0,0,78,7,5,5,15,1.311516,37.236,65,0.102116,,,,,,,,-8.65,0.203036,0.190051,0.0859,0.085909
-109.992,37.63212,2024,NT,4.5,sc32,0,0,78,7,5,5,2,4.276356,34.277,81,0.120618,,,,,,,,-15.8,0.210491,0.169458,0.08713,0.125887
-109.992,37.63212,2024,NT,4.5,sc33,0,0,78,7,5,5,0,5.561759,33.63,84,3.129656,,,,,,,,-16.79,0.167251,0.175359,0.127831,0.183579
-109.992,37.63212,2024,NT,4.5,sc34,0,0,78,7,5,5,0,3.342012,34.393,75,0.698379,,,,,,,,-25.71,0.178559,0.175253,0.095634,0.150775
-109.992,37.63212,2024,NT,4.5,sc35,0,0,78,7,5,5,0,2.562691,34.628,76,0.683006,,,,,,,,-10.75,0.176007,0.174404,0.095157,0.117193
-109.992,37.63212,2024,NT,4.5,sc36,0,0,78,7,5,5,0,6.134821,34.48,74,1.941443,,,,,,,,-16.7,0.203679,0.173713,0.112763,0.14689
-109.992,37.63212,2024,NT,4.5,sc37,0,0,78,7,5,5,0,3.260857,37.401,68,0.349282,,,,,,,,-9.43,0.169773,0.153,0.091439,0.141021
-109.992,37.63212,2024,NT,4.5,sc38,0,0,78,7,5,5,0,3.787047,36.527,77,0.264523,,,,,,,,-11.21,0.151917,0.174474,0.090383,0.10127
-109.992,37.63212,2024,NT,4.5,sc39,0,0,78,7,5,5,39,1.81967,36.338,79,0.072587,,,,,,,,-16.33,0.112106,0.102955,0.084854,0.091399
-109.992,37.63212,2024,NT,4.5,sc40,0,0,78,7,5,5,0,3.112685,34.29,89,0.288307,,,,,,,,-18.31,0.093862,0.109996,0.090415,0.100834
-109.992,37.63212,2024,NT,4.5,sc41,0,0,78,7,5,5,30,3.001525,35.689,84,0.043865,,,,,,,,-11.39,0.09799,0.091216,0.085298,0.087119
-109.992,37.63212,2024,NT,8.5,sc42,0,0,78,7,5,5,0,3.522223,35.951,83,0.642569,,,,,,,,-16.05,0.173106,0.178752,0.094425,0.091036
-109.992,37.63212,2024,NT,8.5,sc43,0,0,78,7,5,5,13,2.954544,34.812,84,0.05763,,,,,,,,-16.9,0.183931,0.180122,0.085986,0.161992
-109.992,37.63212,2024,NT,8.5,sc44,0,0,78,7,5,5,11,3.491359,34.997,85,0.26782,,,,,,,,-18.31,0.144994,0.144,0.089755,0.165044
-109.992,37.63212,2024,NT,8.5,sc45,0,0,78,7,5,5,35,1.978143,36.102,80,0.021013,,,,,,,,-14.35,0.142569,0.117534,0.084388,0.14751
-109.992,37.63212,2024,NT,8.5,sc46,0,0,78,7,5,5,14,2.571511,35.401,83,0.000472,,,,,,,,-8.04,0.17691,0.135003,0.085507,0.099938
-109.992,37.63212,2024,NT,8.5,sc47,0,0,78,7,5,5,13,3.683524,35.755,71,0.059575,,,,,,,,-8.22,0.128691,0.126212,0.08638,0.109354
-109.992,37.63212,2024,NT,8.5,sc48,0,0,78,7,5,5,36,1.720069,34.726,83,1.52E-05,,,,,,,,-12.96,0.111712,0.09677,0.084292,0.084051
-109.992,37.63212,2024,NT,8.5,sc49,0,0,78,7,5,5,3,2.437495,33.712,80,0.197509,,,,,,,,-16.58,0.209072,0.167114,0.088775,0.096419
-109.992,37.63212,2024,NT,8.5,sc50,0,0,78,7,5,5,0,3.024256,34.942,73,0.163298,,,,,,,,-14.06,0.191664,0.186666,0.088323,0.111766
-109.992,37.63212,2024,NT,8.5,sc51,0,0,78,7,5,5,0,5.476753,34.108,88,0.173445,,,,,,,,-17.03,0.17474,0.182823,0.089078,0.149778
-109.992,37.63212,2024,NT,8.5,sc52,0,0,78,7,5,5,0,3.727365,36.212,61,0.224532,,,,,,,,-19.1,0.155121,0.184248,0.089698,0.154855
-109.992,37.63212,2024,NT,8.5,sc53,0,0,78,7,5,5,15,2.432278,35.195,84,0.047927,,,,,,,,-12,0.088577,0.101443,0.085933,0.111498
-109.992,37.63212,2024,NT,8.5,sc54,0,0,78,7,5,5,22,1.359462,35.907,89,0.028622,,,,,,,,-19.22,0.148148,0.158148,0.084983,0.09325
-109.992,37.63212,2024,NT,8.5,sc55,0,0,78,7,5,5,18,1.449406,37.574,77,0.053241,,,,,,,,-21.5,0.167189,0.176203,0.085307,0.137043
-109.992,37.63212,2024,NT,8.5,sc56,0,0,78,7,5,5,18,2.910491,36.651,83,0.038148,,,,,,,,-13.63,0.122022,0.12045,0.085853,0.133297
-109.992,37.63212,2024,NT,8.5,sc57,0,0,78,7,5,5,0,3.799433,35.132,63,0.280678,,,,,,,,-13.17,0.133174,0.171538,0.090641,0.109005
-109.992,37.63212,2024,NT,8.5,sc58,0,0,78,7,5,5,10,2.446656,40.577,66,0.037553,,,,,,,,-12.06,0.161495,0.152619,0.086408,0.095196
-109.992,37.63212,2024,NT,8.5,sc59,0,0,78,7,5,5,0,3.024725,34.509,78,0.376359,,,,,,,,-11.73,0.154662,0.164636,0.091867,0.111418
-109.992,37.63212,2024,NT,8.5,sc60,0,0,78,7,5,5,0,3.740883,35.365,79,0.116802,,,,,,,,-11.6,0.112932,0.095831,0.088621,0.123913
-109.992,37.63212,2024,NT,8.5,sc61,0,0,78,7,5,5,32,2.739279,35.723,57,0.092452,,,,,,,,-8.07,0.139775,0.116146,0.085235,0.113944
-109.992,37.63212,2021,NT,4.5,sc22,0,0,78,7,5,5,,,,,,7.17,8.74,8.74,0.547556,22.76946,22.76946,34.98,,,,,
-109.992,37.63212,2021,NT,4.5,sc23,0,0,78,7,5,5,,,,,,7.83,3.96,7.83,0.243278,22.36728,0.243278,35.99,,,,,
-109.992,37.63212,2021,NT,4.5,sc24,0,0,78,7,5,5,,,,,,6.85,6.82,,-1.37006,23.83707,,35.8,,,,,
-109.992,37.63212,2021,NT,4.5,sc25,0,0,78,7,5,5,,,,,,12.83,6.41,6.97,-0.7765,22.92924,11.36082,36.22,,,,,
-109.992,37.63212,2021,NT,4.5,sc26,0,0,78,7,5,5,,,,,,9.02,1.65,,-0.16383,24.14386,,36,,,,,
-109.992,37.63212,2021,NT,4.5,sc27,0,0,78,7,5,5,,,,,,11.5,5.27,,-2.97883,22.93859,,34.41,,,,,
-109.992,37.63212,2021,NT,4.5,sc28,0,0,78,7,5,5,,,,,,9.11,4.39,,0.211333,21.78391,,34.85,,,,,
-109.992,37.63212,2021,NT,4.5,sc29,0,0,78,7,5,5,,,,,,8.26,13.55,13.55,0.311611,21.45755,21.45755,32.95,,,,,
-109.992,37.63212,2021,NT,4.5,sc30,0,0,78,7,5,5,,,,,,8.02,12.75,12.75,-0.14683,19.72266,19.72266,32.43,,,,,
-109.992,37.63212,2021,NT,4.5,sc31,0,0,78,7,5,5,,,,,,14.01,7.46,13.76,2.9505,22.6169,2.9505,33.49,,,,,
-109.992,37.63212,2021,NT,4.5,sc32,0,0,78,7,5,5,,,,,,4.98,5.15,2.77,-0.25606,23.2506,12.56005,36.7,,,,,
-109.992,37.63212,2021,NT,4.5,sc33,0,0,78,7,5,5,,,,,,2.31,5.84,,-0.46133,21.78397,,35.18,,,,,
-109.992,37.63212,2021,NT,4.5,sc34,0,0,78,7,5,5,,,,,,1.25,4.94,,0.586389,22.79935,,34.98,,,,,
-109.992,37.63212,2021,NT,4.5,sc35,0,0,78,7,5,5,,,,,,5.41,12.34,,0.195833,21.71201,,34.64,,,,,
-109.992,37.63212,2021,NT,4.5,sc36,0,0,78,7,5,5,,,,,,5.15,9.78,,-0.80244,22.02755,,34.58,,,,,
-109.992,37.63212,2021,NT,4.5,sc37,0,0,78,7,5,5,,,,,,10.05,9.49,8.38,0.571333,20.65451,10.00272,35.82,,,,,
-109.992,37.63212,2021,NT,4.5,sc38,0,0,78,7,5,5,,,,,,8.8,17.45,,0.647722,22.35087,,38.85,,,,,
-109.992,37.63212,2021,NT,4.5,sc39,0,0,78,7,5,5,,,,,,9.71,0.71,0.71,0.155278,22.60739,22.60739,36.55,,,,,
-109.992,37.63212,2021,NT,4.5,sc40,0,0,78,7,5,5,,,,,,5.16,12.32,,-2.38217,21.5613,,33.88,,,,,
-109.992,37.63212,2021,NT,4.5,sc41,0,0,78,7,5,5,,,,,,10.67,12.6,7.98,-0.59839,22.26462,22.26462,35.7,,,,,
-109.992,37.63212,2021,NT,8.5,sc42,0,0,78,7,5,5,,,,,,9.63,5.33,8.59,-0.27194,22.2406,10.93319,35.41,,,,,
-109.992,37.63212,2021,NT,8.5,sc43,0,0,78,7,5,5,,,,,,13.38,2.02,8.98,-0.98244,22.05152,10.10231,36.35,,,,,
-109.992,37.63212,2021,NT,8.5,sc44,0,0,78,7,5,5,,,,,,12.63,14.17,12.63,2.482833,22.83342,2.482833,36.41,,,,,
-109.992,37.63212,2021,NT,8.5,sc45,0,0,78,7,5,5,,,,,,12.01,8.33,12.01,-0.4505,23.56179,-0.4505,36.9,,,,,
-109.992,37.63212,2021,NT,8.5,sc46,0,0,78,7,5,5,,,,,,7.79,4.47,7.79,1.187667,21.97957,1.187667,34.91,,,,,
-109.992,37.63212,2021,NT,8.5,sc47,0,0,78,7,5,5,,,,,,15.48,5.37,15.48,-1.6725,23.44511,-1.6725,35.14,,,,,
-109.992,37.63212,2021,NT,8.5,sc48,0,0,78,7,5,5,,,,,,19.01,9.41,,-0.18944,21.90603,,35.28,,,,,
-109.992,37.63212,2021,NT,8.5,sc49,0,0,78,7,5,5,,,,,,14.16,5.11,5.11,-0.30528,22.53277,22.53277,36.85,,,,,
-109.992,37.63212,2021,NT,8.5,sc50,0,0,78,7,5,5,,,,,,13.35,15.35,11.16,-2.81883,20.63837,8.750272,31.5,,,,,
-109.992,37.63212,2021,NT,8.5,sc51,0,0,78,7,5,5,,,,,,4.2,14.41,4.2,-1.23756,22.41777,-1.23756,34.02,,,,,
-109.992,37.63212,2021,NT,8.5,sc52,0,0,78,7,5,5,,,,,,19.15,12.45,,-5.39272,21.72875,,34.24,,,,,
-109.992,37.63212,2021,NT,8.5,sc53,0,0,78,7,5,5,,,,,,2.06,6.06,6.06,-0.46811,22.33418,22.33418,35.76,,,,,
-109.992,37.63212,2021,NT,8.5,sc54,0,0,78,7,5,5,,,,,,12.85,3.98,6.68,-1.94233,23.64543,-1.94233,35.5,,,,,
-109.992,37.63212,2021,NT,8.5,sc55,0,0,78,7,5,5,,,,,,8.98,16.28,12.02,0.697389,20.44761,10.76797,34.88,,,,,
-109.992,37.63212,2021,NT,8.5,sc56,0,0,78,7,5,5,,,,,,11.42,13.38,11.42,-0.21822,21.3688,-0.21822,33.82,,,,,
-109.992,37.63212,2021,NT,8.5,sc57,0,0,78,7,5,5,,,,,,11.12,6.66,12.96,3.729889,22.67625,12.9106,37.8,,,,,
-109.992,37.63212,2021,NT,8.5,sc58,0,0,78,7,5,5,,,,,,3.97,15.18,3.97,0.611833,24.19408,0.611833,44.23,,,,,
-109.992,37.63212,2021,NT,8.5,sc59,0,0,78,7,5,5,,,,,,4.51,8.68,8.68,2.989556,22.99,22.99,35.42,,,,,
-109.992,37.63212,2021,NT,8.5,sc60,0,0,78,7,5,5,,,,,,3.97,8.51,3.97,-3.17522,21.81554,-3.17522,35.13,,,,,
-109.992,37.63212,2021,NT,8.5,sc61,0,0,78,7,5,5,,,,,,14.99,2.59,13.56,2.074611,22.93902,11.46902,36.28,,,,,
-109.992,37.63212,2022,NT,4.5,sc22,0,0,78,7,5,5,,,,,,2.25,5.5,,0.971556,23.44277,,35.76,,,,,
-109.992,37.63212,2022,NT,4.5,sc23,0,0,78,7,5,5,,,,,,21,6.36,14.61,0.802667,22.7381,9.566538,36.22,,,,,
-109.992,37.63212,2022,NT,4.5,sc24,0,0,78,7,5,5,,,,,,7.79,9.22,7.79,1.304611,23.17848,1.304611,36.47,,,,,
-109.992,37.63212,2022,NT,4.5,sc25,0,0,78,7,5,5,,,,,,13.28,5.27,,-0.73239,23.04397,,36.72,,,,,
-109.992,37.63212,2022,NT,4.5,sc26,0,0,78,7,5,5,,,,,,5.32,10.83,,-4.81933,21.04114,,35.9,,,,,
-109.992,37.63212,2022,NT,4.5,sc27,0,0,78,7,5,5,,,,,,3.58,7.84,5.86,-0.134,23.03261,9.503913,35.37,,,,,
-109.992,37.63212,2022,NT,4.5,sc28,0,0,78,7,5,5,,,,,,9.31,17.38,4.01,-1.28283,22.95446,10.7131,36.95,,,,,
-109.992,37.63212,2022,NT,4.5,sc29,0,0,78,7,5,5,,,,,,6.49,4.35,,-1.01867,23.5863,,37.24,,,,,
-109.992,37.63212,2022,NT,4.5,sc30,0,0,78,7,5,5,,,,,,5.72,12.19,,0.529111,22.9013,,36.8,,,,,
-109.992,37.63212,2022,NT,4.5,sc31,0,0,78,7,5,5,,,,,,6.76,9.16,,2.781278,22.21152,,35.38,,,,,
-109.992,37.63212,2022,NT,4.5,sc32,0,0,78,7,5,5,,,,,,3.98,4.07,,2.182944,23.1012,,37.54,,,,,
-109.992,37.63212,2022,NT,4.5,sc33,0,0,78,7,5,5,,,,,,9.73,6.02,23.04,-1.65044,21.87614,11.1644,35.8,,,,,
-109.992,37.63212,2022,NT,4.5,sc34,0,0,78,7,5,5,,,,,,3.73,14.12,14.12,0.926444,23.06582,23.06582,33.59,,,,,
-109.992,37.63212,2022,NT,4.5,sc35,0,0,78,7,5,5,,,,,,5.73,2.43,,1.255556,22.4038,,35.89,,,,,
-109.992,37.63212,2022,NT,4.5,sc36,0,0,78,7,5,5,,,,,,3.15,9.11,10.72,1.311444,23.04266,11.06225,35.03,,,,,
-109.992,37.63212,2022,NT,4.5,sc37,0,0,78,7,5,5,,,,,,3.74,3.32,7.06,0.661722,22.71989,12.30989,35.76,,,,,
-109.992,37.63212,2022,NT,4.5,sc38,0,0,78,7,5,5,,,,,,8.27,13.76,11.58,-0.48328,22.20446,10.6322,38.12,,,,,
-109.992,37.63212,2022,NT,4.5,sc39,0,0,78,7,5,5,,,,,,4.27,6.72,4.27,1.380778,23.7781,1.380778,35.94,,,,,
-109.992,37.63212,2022,NT,4.5,sc40,0,0,78,7,5,5,,,,,,8.31,7.03,,-0.96644,24.23402,,37.21,,,,,
-109.992,37.63212,2022,NT,4.5,sc41,0,0,78,7,5,5,,,,,,7.13,4.79,3.48,-2.13333,24.10598,11.18291,37.33,,,,,
-109.992,37.63212,2022,NT,8.5,sc42,0,0,78,7,5,5,,,,,,13.01,5.77,,-0.11044,22.19043,,36.05,,,,,
-109.992,37.63212,2022,NT,8.5,sc43,0,0,78,7,5,5,,,,,,9.27,12.84,,1.3595,22.1256,,35.69,,,,,
-109.992,37.63212,2022,NT,8.5,sc44,0,0,78,7,5,5,,,,,,7.49,8.83,8.83,1.424,22.96092,22.96092,36.65,,,,,
-109.992,37.63212,2022,NT,8.5,sc45,0,0,78,7,5,5,,,,,,2.45,8.05,,1.607222,23.7181,,37.73,,,,,
-109.992,37.63212,2022,NT,8.5,sc46,0,0,78,7,5,5,,,,,,5.91,2.69,2.69,2.161778,24.67277,13.19687,37.89,,,,,
-109.992,37.63212,2022,NT,8.5,sc47,0,0,78,7,5,5,,,,,,18.78,6.79,6.79,-0.70989,21.92739,21.92739,37.7,,,,,
-109.992,37.63212,2022,NT,8.5,sc48,0,0,78,7,5,5,,,,,,2.91,12.03,,0.236944,24.38217,,38.19,,,,,
-109.992,37.63212,2022,NT,8.5,sc49,0,0,78,7,5,5,,,,,,5.89,3.63,,1.763333,22.87103,,35.79,,,,,
-109.992,37.63212,2022,NT,8.5,sc50,0,0,78,7,5,5,,,,,,8.92,15.01,,-0.68628,19.26473,,31.9,,,,,
-109.992,37.63212,2022,NT,8.5,sc51,0,0,78,7,5,5,,,,,,8.82,8.7,15.14,-0.21972,23.56489,10.51554,37.09,,,,,
-109.992,37.63212,2022,NT,8.5,sc52,0,0,78,7,5,5,,,,,,3.95,4.22,4.6,3.101444,23.10755,10.03576,37.66,,,,,
-109.992,37.63212,2022,NT,8.5,sc53,0,0,78,7,5,5,,,,,,2.98,4.58,,-0.42617,22.04011,,34.74,,,,,
-109.992,37.63212,2022,NT,8.5,sc54,0,0,78,7,5,5,,,,,,12.54,10.03,10.03,1.369389,23.51103,23.51103,35.63,,,,,
-109.992,37.63212,2022,NT,8.5,sc55,0,0,78,7,5,5,,,,,,7.56,10.71,,2.724278,22.26359,,36,,,,,
-109.992,37.63212,2022,NT,8.5,sc56,0,0,78,7,5,5,,,,,,5.46,5.11,,-0.65322,22.17739,,36.05,,,,,
-109.992,37.63212,2022,NT,8.5,sc57,0,0,78,7,5,5,,,,,,2.12,4.19,2.12,4.036889,24.55799,11.8844,39.26,,,,,
-109.992,37.63212,2022,NT,8.5,sc58,0,0,78,7,5,5,,,,,,6.11,5.65,,1.490222,24.67114,,40.76,,,,,
-109.992,37.63212,2022,NT,8.5,sc59,0,0,78,7,5,5,,,,,,10.49,12.56,8.87,-1.63622,22.32576,9.491319,35.85,,,,,
-109.992,37.63212,2022,NT,8.5,sc60,0,0,78,7,5,5,,,,,,8.56,9.49,,-1.62733,22.60386,,34.95,,,,,
-109.992,37.63212,2022,NT,8.5,sc61,0,0,78,7,5,5,,,,,,7.75,4.55,,0.162167,23.09859,,36.68,,,,,
-109.992,37.63212,2023,NT,4.5,sc22,0,0,78,7,5,5,,,,,,3.49,5.71,3.49,-0.26483,22.84826,11.52593,36.48,,,,,
-109.992,37.63212,2023,NT,4.5,sc23,0,0,78,7,5,5,,,,,,12.16,7.21,7.21,-0.93594,21.99201,21.99201,34.65,,,,,
-109.992,37.63212,2023,NT,4.5,sc24,0,0,78,7,5,5,,,,,,3.93,3.34,7.49,0.539278,24.41516,24.41516,36.41,,,,,
-109.992,37.63212,2023,NT,4.5,sc25,0,0,78,7,5,5,,,,,,15.27,19.22,10.1,0.903056,23.35201,10.92402,36.73,,,,,
-109.992,37.63212,2023,NT,4.5,sc26,0,0,78,7,5,5,,,,,,9.93,0.71,9.93,0.584778,22.40266,0.584778,36.15,,,,,
-109.992,37.63212,2023,NT,4.5,sc27,0,0,78,7,5,5,,,,,,5.4,6.67,,2.121056,21.73,,35.36,,,,,
-109.992,37.63212,2023,NT,4.5,sc28,0,0,78,7,5,5,,,,,,3.04,5.26,5.26,-1.48483,22.52049,22.52049,34.86,,,,,
-109.992,37.63212,2023,NT,4.5,sc29,0,0,78,7,5,5,,,,,,5.72,9.33,15.06,-0.63944,21.45799,10.79478,36,,,,,
-109.992,37.63212,2023,NT,4.5,sc30,0,0,78,7,5,5,,,,,,13,5.77,3.14,-1.80972,23.10832,10.52788,36.44,,,,,
-109.992,37.63212,2023,NT,4.5,sc31,0,0,78,7,5,5,,,,,,4.01,17.77,16.25,-2.37,21.9856,10.26907,36.16,,,,,
-109.992,37.63212,2023,NT,4.5,sc32,0,0,78,7,5,5,,,,,,2.78,8.35,2.78,2.046111,23.86408,2.046111,37.04,,,,,
-109.992,37.63212,2023,NT,4.5,sc33,0,0,78,7,5,5,,,,,,6.95,12.67,12.67,-0.964,21.67179,21.67179,34.93,,,,,
-109.992,37.63212,2023,NT,4.5,sc34,0,0,78,7,5,5,,,,,,7.21,6.53,10.23,1.505222,24.04734,12.19137,37.14,,,,,
-109.992,37.63212,2023,NT,4.5,sc35,0,0,78,7,5,5,,,,,,4.87,8.26,22.1,0.554,22.70005,10.14946,36.33,,,,,
-109.992,37.63212,2023,NT,4.5,sc36,0,0,78,7,5,5,,,,,,12.81,10.64,9.71,0.57,22.64897,10.16446,34.12,,,,,
-109.992,37.63212,2023,NT,4.5,sc37,0,0,78,7,5,5,,,,,,7.02,2.06,2.06,1.749,24.54783,24.54783,37.39,,,,,
-109.992,37.63212,2023,NT,4.5,sc38,0,0,78,7,5,5,,,,,,10.76,11.5,3.22,-0.51333,22.94348,-0.51333,38.9,,,,,
-109.992,37.63212,2023,NT,4.5,sc39,0,0,78,7,5,5,,,,,,8.58,13.56,6.01,-2.63678,23.25636,11.00346,35.37,,,,,
-109.992,37.63212,2023,NT,4.5,sc40,0,0,78,7,5,5,,,,,,7.55,6.02,5.8,-0.49083,20.98201,12.2111,33.77,,,,,
-109.992,37.63212,2023,NT,4.5,sc41,0,0,78,7,5,5,,,,,,6.88,6.02,,-0.22333,22.84495,,38.18,,,,,
-109.992,37.63212,2023,NT,8.5,sc42,0,0,78,7,5,5,,,,,,4.9,14.6,4.9,2.761556,21.69625,2.761556,35.31,,,,,
-109.992,37.63212,2023,NT,8.5,sc43,0,0,78,7,5,5,,,,,,7.71,12.7,,1.512,22.69495,,35.81,,,,,
-109.992,37.63212,2023,NT,8.5,sc44,0,0,78,7,5,5,,,,,,10.31,10.34,,2.470278,22.29859,,34.6,,,,,
-109.992,37.63212,2023,NT,8.5,sc45,0,0,78,7,5,5,,,,,,8.56,9.79,9.2,2.300556,23.3937,11.38753,35.86,,,,,
-109.992,37.63212,2023,NT,8.5,sc46,0,0,78,7,5,5,,,,,,5.66,5.69,,0.739278,22.45783,,36.18,,,,,
-109.992,37.63212,2023,NT,8.5,sc47,0,0,78,7,5,5,,,,,,16.24,12.07,2.92,1.328667,22.90951,10.04326,33.95,,,,,
-109.992,37.63212,2023,NT,8.5,sc48,0,0,78,7,5,5,,,,,,4.46,17.41,17.41,-1.01344,22.66609,22.66609,36.09,,,,,
-109.992,37.63212,2023,NT,8.5,sc49,0,0,78,7,5,5,,,,,,9.41,12.62,,0.837611,21.99821,,33.88,,,,,
-109.992,37.63212,2023,NT,8.5,sc50,0,0,78,7,5,5,,,,,,13.9,18.22,9.19,3.060389,21.5925,11.79158,34.34,,,,,
-109.992,37.63212,2023,NT,8.5,sc51,0,0,78,7,5,5,,,,,,9.15,5.97,9.15,2.774833,22.90315,2.774833,36.93,,,,,
-109.992,37.63212,2023,NT,8.5,sc52,0,0,78,7,5,5,,,,,,12.73,13.77,10.59,-0.00683,22.58859,-0.00683,33.28,,,,,
-109.992,37.63212,2023,NT,8.5,sc53,0,0,78,7,5,5,,,,,,12.45,13.71,,0.949833,22.25641,,36.41,,,,,
-109.992,37.63212,2023,NT,8.5,sc54,0,0,78,7,5,5,,,,,,11.02,1.3,10.21,0.231611,23.54951,10.45,35.94,,,,,
-109.992,37.63212,2023,NT,8.5,sc55,0,0,78,7,5,5,,,,,,8.96,21.02,8.96,0.766389,22.10332,0.766389,35.56,,,,,
-109.992,37.63212,2023,NT,8.5,sc56,0,0,78,7,5,5,,,,,,4.84,12.36,,-1.17917,22.76457,,33.92,,,,,
-109.992,37.63212,2023,NT,8.5,sc57,0,0,78,7,5,5,,,,,,17.83,7.55,,1.224111,23.2644,,38.89,,,,,
-109.992,37.63212,2023,NT,8.5,sc58,0,0,78,7,5,5,,,,,,7.31,3.86,,0.956944,24.87734,,38.64,,,,,
